0,1,2,3,4,5,6,7,8,9,10,11
31,6360,31,31,2,22,534,0,2,1,0,0
33,11754,33,33,2,22,534,0,2,1,0,0
242,3544,242,242,2,22,534,0,2,1,0,0
37,4286,37,37,2,22,534,0,2,1,0,0
33,31838,33,33,2,22,534,0,2,1,0,0
23,3541,23,23,2,22,534,0,2,1,0,0
1177142045,13135,16,29,4,22,534,0,4,2,0,0
23,7028,23,23,2,22,534,0,2,1,0,0
37,16276,37,37,2,22,534,0,2,1,0,0
29552644,398686,8,15014380,752,22,534,0,752,1,150,150
53,55822,53,53,2,22,534,0,2,1,0,0
33,36701,33,33,2,22,534,0,2,1,0,0
27,7764,27,27,2,22,534,0,2,1,0,0
77,20245,77,77,2,22,534,0,2,1,0,0
33,7797,33,33,2,22,534,0,2,1,0,0
30,5362,30,30,2,22,534,0,2,1,0,0
43,6865,43,43,2,22,534,0,2,1,0,0
195,16040,195,195,2,22,534,0,2,1,0,0
39,4313,39,39,2,22,534,0,2,1,0,0
27,10781,27,27,2,22,534,0,2,1,0,0
51,8267,51,51,2,22,534,0,2,1,0,0
31,7723,31,31,2,22,534,0,2,1,0,0
39,4061,39,39,2,22,534,0,2,1,0,0
42,8504,42,42,2,22,534,0,2,1,0,0
47,9525,47,47,2,22,534,0,2,1,0,0
1207329550,9525,23,2208,6,22,534,0,6,3,0,0
41,7423,41,4321,3,22,534,0,3,2,0,0
28,11446,28,28,2,22,534,0,2,1,0,0
26,106,26,26,2,22,534,0,2,1,0,0
34,15860,34,34,2,22,534,0,2,1,0,0
86,4290,86,86,2,22,534,0,2,1,0,0
42,3767,42,42,2,22,534,0,2,1,0,0
58,1289,58,58,2,22,534,0,2,1,0,0
29,2428,29,29,2,22,534,0,2,1,0,0
27,29580,27,6460,3,22,534,0,3,2,0,0
120,24145,120,120,2,22,534,0,2,1,0,0
21,89,21,7569,3,22,534,0,3,2,0,0
41,16273,41,41,2,22,534,0,2,1,0,0
267,29580,267,267,2,22,534,0,2,1,0,0
33,9949,33,33,2,22,534,0,2,1,0,0
27,3783,27,27,2,22,534,0,2,1,0,0
23,1362,23,341,3,22,534,0,3,2,0,0
30,6380,30,30,2,22,534,0,2,1,0,0
29,10784,29,29,2,22,534,0,2,1,0,0
693,16848,693,693,2,22,534,0,2,1,0,0
18,27,18,21,3,22,534,0,3,2,0,0
