0,1,2,3,4,5,6,7,8,9,10,11
0,5480557,20000000,0,1,40,40,0,1,0,0,0
0,10940384,20000000,0,1,40,40,0,1,0,0,0
23341417,0,135,23212360,5,40,459,0,5,2,0,1
0,21927742,20000000,0,1,40,40,0,1,0,0,0
0,43882164,20000000,0,1,40,40,0,1,0,0,0
301550810,4449,497,301283545,5,52,60,0,4,0,0,1
121968,301424112,121968,121968,2,52,60,0,2,0,0,1
120830,25844,472,106623,4,52,60,0,3,0,0,1
124809,23165,124809,124809,2,52,60,0,2,0,0,1
125166,2879,57,122969,4,52,60,0,3,0,0,1
301789642,0,88,278300963,7,40,186,0,6,1,0,1
125786,3040,125786,125786,2,52,60,0,2,0,0,1
0,350415,20000000,0,1,40,40,0,1,0,0,0
0,350452,20000000,0,1,40,40,0,1,0,0,0
0,700510,20000000,0,1,40,40,0,1,0,0,0
0,1400316,20000000,0,1,40,40,0,1,0,0,0
0,2810457,20000000,0,1,40,40,0,1,0,0,0
0,5659697,20000000,0,1,40,40,0,1,0,0,0
0,11328631,20000000,0,1,40,40,0,1,0,0,0
23283243,0,66,23160699,5,40,459,0,5,2,0,1
0,22481672,20000000,0,1,40,40,0,1,0,0,0
0,44897474,20000000,0,1,40,40,0,1,0,0,0
8583062,0,15,5920173,24,40,1400,0,24,8,0,1
300343763,123351,45,300226278,4,52,60,0,3,0,0,1
120284,2538,445,119839,3,52,60,0,2,0,0,1
125917,300343672,3422,122495,3,52,60,0,3,0,0,2
0,117494,20000000,0,1,52,52,0,1,0,0,0
124689,1713,628,120421,5,52,60,0,4,0,0,1
300687494,0,53,277257037,7,40,186,0,6,1,0,1
125474,1528,125474,125474,2,52,60,0,2,0,0,1
0,382204,20000000,0,1,40,40,0,1,0,0,0
0,326067,20000000,0,1,40,40,0,1,0,0,0
0,699897,20000000,0,1,40,40,0,1,0,0,0
0,1399880,20000000,0,1,40,40,0,1,0,0,0
0,2816445,20000000,0,1,40,40,0,1,0,0,0
0,5618514,20000000,0,1,40,40,0,1,0,0,0
0,11221278,20000000,0,1,40,40,0,1,0,0,0
23145698,0,640,23010672,5,40,459,0,5,2,0,1
0,22489612,20000000,0,1,40,40,0,1,0,0,0
0,44898126,20000000,0,1,40,40,0,1,0,0,0
8590166,0,81,5954463,16,40,1400,0,16,8,0,1
192013,0,54,81200,11,27,1460,0,11,4,0,1
121135921,11829,35,119910465,916,27,1460,0,915,7,1,1
300658303,121672,4225,300537010,4,52,60,0,3,0,0,1
125210,300654467,125210,125210,2,52,60,0,2,0,0,1
125018,2656,417,119263,4,52,60,0,3,0,0,1
120800,6461,120800,120800,2,52,60,0,2,0,0,1
120966,8789,541,111466,4,52,60,0,3,0,0,1
301032134,0,25,277724535,7,40,186,0,6,1,0,1
123685,8752,123685,123685,2,52,60,0,2,0,0,1
0,371501,20000000,0,1,40,40,0,1,0,0,0
0,371296,20000000,0,1,40,40,0,1,0,0,0
0,740554,20000000,0,1,40,40,0,1,0,0,0
0,1480266,20000000,0,1,40,40,0,1,0,0,0
0,2970237,20000000,0,1,40,40,0,1,0,0,0
1806093775,122546,2788,1805969494,4,40,411,0,4,1,0,1
241263,1805974985,401,123815,4,40,197,0,3,1,0,1
0,5948176,20000000,0,1,40,40,0,1,0,0,0
23173984,0,1411,23049400,5,40,459,0,5,2,0,1
0,231657,20000000,0,1,40,40,0,1,0,0,0
0,11862986,20000000,0,1,40,40,0,1,0,0,0
0,23718566,20000000,0,1,40,40,0,1,0,0,0
0,47451071,20000000,0,1,40,40,0,1,0,0,0
597690,0,27,210370,14,13,1400,0,14,8,0,1
62874433,5360,32,59964451,65,13,1400,0,65,13,0,1
8538562,0,23,5935337,20,40,1400,0,20,8,0,1
300297914,123088,467,300178805,4,52,60,0,3,0,0,1
118875,300296521,118875,118875,2,52,60,0,2,0,0,1
118588,9073,447,108581,4,52,60,0,3,0,0,1
120125,9825,120125,120125,2,52,60,0,2,0,0,1
119717,7067,1871,114112,4,52,60,0,3,0,0,1
300631585,0,1045,276928478,7,40,186,0,6,1,0,1
125963,5260,125963,125963,2,52,60,0,2,0,0,1
0,346942,20000000,0,1,40,40,0,1,0,0,0
0,351621,20000000,0,1,40,40,0,1,0,0,0
0,698326,20000000,0,1,40,40,0,1,0,0,0
0,1400011,20000000,0,1,40,40,0,1,0,0,0
0,2810156,20000000,0,1,40,40,0,1,0,0,0
300684774,116660,2247,300567885,5,22,278,0,5,1,0,2
237520,300568513,1147,108424,7,40,197,0,5,2,0,2
2783,15449,2783,2783,2,40,411,0,2,1,0,0
0,89521,20000000,0,1,40,40,0,1,0,0,0
0,5620003,20000000,0,1,40,40,0,1,0,0,0
0,11240733,20000000,0,1,40,40,0,1,0,0,0
23138955,0,104,23014174,5,40,459,0,5,2,0,1
0,22494614,20000000,0,1,40,40,0,1,0,0,0
0,44972675,20000000,0,1,40,40,0,1,0,0,0
3424001731,0,265,3003375210,23,40,1400,0,22,12,1,1
300250443,124141,43,300107436,5,52,60,0,3,0,0,2
137818,300231213,137818,137818,2,52,60,0,2,0,0,1
4150,119326,685,3465,3,52,52,0,3,0,0,0
118388,4313,118388,118388,2,52,60,0,2,0,0,1
125049,1623,503,122684,4,52,60,0,3,0,0,1
300580310,0,92,277208138,7,40,186,0,6,1,0,1
236459,5604,236459,236459,2,52,60,0,2,0,0,1
0,475266,20000000,0,1,40,40,0,1,0,0,0
0,580280,20000000,0,1,40,40,0,1,0,0,0
0,1160440,20000000,0,1,40,40,0,1,0,0,0
0,2323328,20000000,0,1,40,40,0,1,0,0,0
0,4647199,20000000,0,1,40,40,0,1,0,0,0
1504818631,117302,828,1504693269,5,22,278,0,5,1,0,1
241223,1504693900,1554,126509,4,40,175,0,3,1,0,1
0,9305738,20000000,0,1,40,40,0,1,0,0,0
23498267,0,1520,23347152,6,40,459,0,6,3,0,1
0,18603910,20000000,0,1,40,40,0,1,0,0,0
0,37206985,20000000,0,1,40,40,0,1,0,0,0
3715760967,0,26,3003377246,32,13,1400,0,30,6,1,2
2953212325,50496749,21,2944762954,17,40,1400,0,17,8,1,1
300073891,234426,563,299954612,4,52,60,0,3,0,0,1
118451,300074627,118451,118451,2,52,60,0,2,0,0,1
124817,2682,4510,115203,4,52,60,0,3,0,0,1
122746,4774,122746,122746,2,52,60,0,2,0,0,1
122281,3658,2477,115494,4,52,60,0,3,0,0,1
300512862,0,1357,276797285,8,40,186,0,7,1,0,1
124818,4295,124818,124818,2,52,60,0,2,0,0,1
0,475335,20000000,0,1,40,40,0,1,0,0,0
0,546616,20000000,0,1,40,40,0,1,0,0,0
0,1100054,20000000,0,1,40,40,0,1,0,0,0
0,2200283,20000000,0,1,40,40,0,1,0,0,0
0,4410063,20000000,0,1,40,40,0,1,0,0,0
0,8811458,20000000,0,1,40,40,0,1,0,0,0
23138843,0,42,23011548,5,40,459,0,5,2,0,1
0,17651159,20000000,0,1,40,40,0,1,0,0,0
0,35326252,20000000,0,1,40,40,0,1,0,0,0
8592254,0,49,6010350,15,40,1400,0,15,6,0,1
300378489,122858,243,300257850,4,52,60,0,3,0,0,1
123563,300379939,1516,122047,3,52,60,0,3,0,0,2
122341,2023,2367,119974,3,52,60,0,2,0,0,1
129637,85,403,127292,4,52,60,0,3,0,0,1
4875,127684,1220,3655,3,52,60,0,3,0,0,1
300711085,0,43,277422663,7,40,186,0,6,1,0,1
0,121974,20000000,0,1,52,52,0,1,0,0,0
0,356525,20000000,0,1,40,40,0,1,0,0,0
0,361567,20000000,0,1,40,40,0,1,0,0,0
0,720132,20000000,0,1,40,40,0,1,0,0,0
0,1440633,20000000,0,1,40,40,0,1,0,0,0
0,2889964,20000000,0,1,40,40,0,1,0,0,0
901751000,97898,1409,901516613,6,22,278,0,6,1,0,2
250907,901521781,1577,98271,7,40,197,0,5,2,0,2
7157,17511,7157,7157,2,40,411,0,2,1,0,0
0,27774,20000000,0,1,40,40,0,1,0,0,0
0,5788765,20000000,0,1,40,40,0,1,0,0,0
0,11561112,20000000,0,1,40,40,0,1,0,0,0
23149297,0,88,23026476,5,40,459,0,5,2,0,1
0,23083342,20000000,0,1,40,40,0,1,0,0,0
0,46245921,20000000,0,1,40,40,0,1,0,0,0
300302902,3475,1790,300061741,5,52,60,0,4,0,0,1
129782,300179699,3352,126430,3,52,60,0,3,0,0,2
123083,12395,50,123000,4,52,60,0,2,0,0,2
0,125444,20000000,0,1,52,52,0,1,0,0,0
10184,116725,77,10107,3,52,52,0,3,0,0,0
300541646,0,242,277234441,7,40,186,0,6,1,0,1
0,118583,20000000,0,1,52,52,0,1,0,0,0
126786,10150,126786,126786,2,52,60,0,2,0,0,1
0,88122,20000000,0,1,52,52,0,1,0,0,0
0,358923,20000000,0,1,40,40,0,1,0,0,0
0,360651,20000000,0,1,40,40,0,1,0,0,0
0,720136,20000000,0,1,40,40,0,1,0,0,0
0,1440139,20000000,0,1,40,40,0,1,0,0,0
0,2890374,20000000,0,1,40,40,0,1,0,0,0
3609876965,111740,1801,3609716607,5,40,411,0,5,1,0,2
1361,2140,1361,1361,2,22,278,0,2,1,0,0
284643,3609709482,439,153176,7,40,197,0,5,2,0,2
0,15589,20000000,0,1,40,40,0,1,0,0,0
0,5794843,20000000,0,1,40,40,0,1,0,0,0
0,11571325,20000000,0,1,40,40,0,1,0,0,0
23219258,0,1919,23099506,5,40,459,0,5,2,0,1
0,23130318,20000000,0,1,40,40,0,1,0,0,0
0,46250822,20000000,0,1,40,40,0,1,0,0,0
809169399,291548113,43,800524019,19,40,1400,0,17,8,2,1
300341509,8053,1429,300067366,5,52,60,0,4,0,0,1
300356742,23456,2248,300227145,4,52,64,0,4,0,0,2
127494,3197,83,127020,4,52,60,0,3,0,0,1
0,125578,20000000,0,1,52,52,0,1,0,0,0
123531,15759,1951,107547,4,52,60,0,3,0,0,1
300706181,0,626,277334525,7,40,186,0,6,1,0,1
123262,15445,123262,123262,2,52,60,0,2,0,0,1
0,353189,20000000,0,1,40,40,0,1,0,0,0
0,347580,20000000,0,1,40,40,0,1,0,0,0
0,700343,20000000,0,1,40,40,0,1,0,0,0
0,1400066,20000000,0,1,40,40,0,1,0,0,0
0,2810030,20000000,0,1,40,40,0,1,0,0,0
1202429860,116143,1027,1202309624,5,40,411,0,5,1,0,2
237167,1202305043,602,118309,7,40,197,0,5,2,0,2
671,3523,671,671,2,22,278,0,2,1,0,0
0,8387,20000000,0,1,40,40,0,1,0,0,0
0,5614821,20000000,0,1,40,40,0,1,0,0,0
0,11222578,20000000,0,1,40,40,0,1,0,0,0
23138042,0,1599,23019145,5,40,459,0,5,2,0,1
0,22440416,20000000,0,1,40,40,0,1,0,0,0
300180922,800527644,42,291383985,22,13,1400,0,21,5,0,1
0,44896432,20000000,0,1,40,40,0,1,0,0,0
8616991,0,52,5898493,18,40,1400,0,18,8,0,1
300328486,121972,868,300208028,4,52,60,0,3,0,0,1
120550,300327031,120550,120550,2,52,60,0,2,0,0,1
122784,2392,782,120295,5,52,60,0,3,0,0,2
122467,5994,1578,120889,3,52,60,0,3,0,0,2
2107,122053,133,1974,3,52,52,0,3,0,0,0
300686745,0,102,277404882,7,40,186,0,6,1,0,1
0,125499,20000000,0,1,52,52,0,1,0,0,0
0,341598,20000000,0,1,40,40,0,1,0,0,0
0,343641,20000000,0,1,40,40,0,1,0,0,0
0,680072,20000000,0,1,40,40,0,1,0,0,0
0,1363674,20000000,0,1,40,40,0,1,0,0,0
0,2731011,20000000,0,1,40,40,0,1,0,0,0
901911856,86887,5048,901768159,6,22,278,0,6,1,0,2
237611,901768347,857,103847,7,40,197,0,5,2,0,2
2344,24683,2344,2344,2,40,411,0,2,1,0,0
0,17467,20000000,0,1,40,40,0,1,0,0,0
0,5464281,20000000,0,1,40,40,0,1,0,0,0
0,10925799,20000000,0,1,40,40,0,1,0,0,0
